onset	duration	contrast	orientation	run
0.200069402740337	1.99969787271693	0.8	2.0944	8
2.59970685000066	1.99969787271693	0.8	2.0944	8
6.80055618346087	1.99969787271693	0.3	2.7925	8
9.20019363072119	1.99969787271693	0.3	2.7925	8
13.400508172391	1.99969787271693	0.8	2.0944	8
15.8001456196513	1.99969787271693	0.8	2.0944	8
26.600216861075	1.99969787271693	0.3	0.69813	8
28.9998543083353	1.99969787271693	0.3	0.69813	8
39.800241918175	1.99969787271693	0.3	2.0944	8
42.1998793654353	1.99969787271693	0.3	2.0944	8
46.4005147821619	1.99969787271693	0.8	0.69813	8
48.8001522294222	1.99969787271693	0.8	0.69813	8
59.6002114530595	1.99969787271693	0.8	0.34907	8
61.9998489003198	1.99969787271693	0.8	0.34907	8
66.2005759527558	1.99969787271693	0.8	1.3963	8
68.6002134000161	1.99969787271693	0.8	1.3963	8
72.8005123185169	1.99969787271693	0.3	2.0944	8
75.2001497657772	1.99969787271693	0.3	2.0944	8
86.0002753877372	1.99969787271693	0.8	1.7453	8
88.3999128349975	1.99969787271693	0.8	1.7453	8
92.6005121983646	1.99969787271693	0.8	1.0472	8
95.0001496456249	1.99969787271693	0.8	1.0472	8
105.800217582134	1.99969787271693	0.8	2.7925	8
108.199855029394	1.99969787271693	0.8	2.7925	8
112.400521692401	1.99969787271693	0.8	1.7453	8
114.800159139661	1.99969787271693	0.8	1.7453	8
119.000521452038	1.99969787271693	0.3	0	8
121.400158899298	1.99969787271693	0.3	0	8
125.600573188643	1.99969787271693	0.3	1.0472	8
128.000210635903	1.99969787271693	0.3	1.0472	8
132.200553118938	1.99969787271693	0.3	0	8
134.600190566198	1.99969787271693	0.3	0	8
138.800862036314	1.99969787271693	0.8	2.4435	8
141.200499483574	1.99969787271693	0.8	2.4435	8
145.400527100416	1.99969787271693	0.3	1.7453	8
147.800164547677	1.99969787271693	0.3	1.7453	8
152.000586648576	1.99969787271693	0.8	0	8
154.400224095837	1.99969787271693	0.8	0	8
158.600612546917	1.99969787271693	0.8	2.4435	8
161.000249994177	1.99969787271693	0.8	2.4435	8
165.200602992775	1.99969787271693	0.8	2.7925	8
167.600240440036	1.99969787271693	0.8	2.7925	8
178.400262108061	1.99969787271693	0.3	0.69813	8
180.799899555321	1.99969787271693	0.3	0.69813	8
185.000552397879	1.99969787271693	0.3	1.7453	8
187.400189845139	1.99969787271693	0.3	1.7453	8
191.600693667034	1.99969787271693	0.8	0.69813	8
194.000331114294	1.99969787271693	0.8	0.69813	8
198.200618015009	1.99969787271693	0.3	2.4435	8
200.600255462269	1.99969787271693	0.3	2.4435	8
204.800491587829	1.99969787271693	0.3	0.34907	8
207.20012903509	1.99969787271693	0.3	0.34907	8
218.000233025016	1.99969787271693	0.3	1.3963	8
220.399870472277	1.99969787271693	0.3	1.3963	8
224.600553960179	1.99969787271693	0.8	1.0472	8
227.000191407439	1.99969787271693	0.8	1.0472	8
231.200470797066	1.99969787271693	0.3	1.3963	8
233.600108244326	1.99969787271693	0.3	1.3963	8
237.800560990599	1.99969787271693	0.3	2.7925	8
240.200198437859	1.99969787271693	0.3	2.7925	8
244.400520190177	1.99969787271693	0.3	2.4435	8
246.800157637438	1.99969787271693	0.3	2.4435	8
251.000540680531	1.99969787271693	0.8	0	8
253.400178127792	1.99969787271693	0.8	0	8
257.60052000992	1.99969787271693	0.3	1.0472	8
260.00015745718	1.99969787271693	0.3	1.0472	8
264.200550715369	1.99969787271693	0.8	0.34907	8
266.600188162629	1.99969787271693	0.8	0.34907	8
277.400246785389	1.99969787271693	0.3	0.34907	8
279.799884232649	1.99969787271693	0.3	0.34907	8
284.00058364413	1.99969787271693	0.8	1.3963	8
286.40022109139	1.99969787271693	0.8	1.3963	8
