onset	duration	trial_type	contrast	orientation	run
0.200018026679754	1.99956663837656	con-0.8_ori-0	0.8	0	4
2.59949799273163	1.99956663837656	con-0.8_ori-0	0.8	0	4
6.80056970349979	1.99956663837656	con-0.8_ori-80	0.8	80	4
9.20004966955166	1.99956663837656	con-0.8_ori-80	0.8	80	4
13.4006055165257	1.99956663837656	con-0.8_ori-120	0.8	120	4
15.8000854825776	1.99956663837656	con-0.8_ori-120	0.8	120	4
20.0004604617599	1.99956663837656	con-0.8_ori-60	0.8	60	4
22.3999404278118	1.99956663837656	con-0.8_ori-60	0.8	60	4
26.6004758445371	1.99956663837656	con-0.3_ori-140	0.3	140	4
28.999955810589	1.99956663837656	con-0.3_ori-140	0.3	140	4
33.2004581783724	1.99956663837656	con-0.8_ori-20	0.8	20	4
35.5999381444242	1.99956663837656	con-0.8_ori-20	0.8	20	4
39.8004798704817	1.99956663837656	con-0.3_ori-100	0.3	100	4
42.1999598365335	1.99956663837656	con-0.3_ori-100	0.3	100	4
53.0001431919984	1.99956663837656	con-0.3_ori-20	0.3	20	4
55.3996231580502	1.99956663837656	con-0.3_ori-20	0.3	20	4
66.2001964909025	1.99956663837656	con-0.3_ori-160	0.3	160	4
68.5996764569543	1.99956663837656	con-0.3_ori-160	0.3	160	4
72.8004777673807	1.99956663837656	con-0.3_ori-120	0.3	120	4
75.1999577334325	1.99956663837656	con-0.3_ori-120	0.3	120	4
79.4005198897386	1.99956663837656	con-0.8_ori-60	0.8	60	4
81.7999998557905	1.99956663837656	con-0.8_ori-60	0.8	60	4
86.0004583586298	1.99956663837656	con-0.3_ori-20	0.3	20	4
88.3999383246817	1.99956663837656	con-0.3_ori-20	0.3	20	4
92.6004536115972	1.99956663837656	con-0.8_ori-80	0.8	80	4
94.9999335776491	1.99956663837656	con-0.8_ori-80	0.8	80	4
99.200553419377	1.99956663837656	con-0.8_ori-0	0.8	0	4
101.600033385429	1.99956663837656	con-0.8_ori-0	0.8	0	4
105.800451929116	1.99956663837656	con-0.3_ori-100	0.3	100	4
108.199931895168	1.99956663837656	con-0.3_ori-100	0.3	100	4
112.400476625672	1.99956663837656	con-0.3_ori-40	0.3	40	4
114.799956591724	1.99956663837656	con-0.3_ori-40	0.3	40	4
125.600188018364	1.99956663837656	con-0.8_ori-100	0.8	100	4
127.999667984416	1.99956663837656	con-0.8_ori-100	0.8	100	4
138.800172515406	1.99956663837656	con-0.3_ori-160	0.3	160	4
141.199652481457	1.99956663837656	con-0.3_ori-160	0.3	160	4
145.400450787437	1.99956663837656	con-0.3_ori-80	0.3	80	4
147.799930753489	1.99956663837656	con-0.3_ori-80	0.3	80	4
158.600172395224	1.99956663837656	con-0.3_ori-120	0.3	120	4
160.999652361276	1.99956663837656	con-0.3_ori-120	0.3	120	4
171.800130753592	1.99956663837656	con-0.8_ori-20	0.8	20	4
174.199610719644	1.99956663837656	con-0.8_ori-20	0.8	20	4
185.000214998308	1.99956663837656	con-0.3_ori-40	0.3	40	4
187.39969496436	1.99956663837656	con-0.3_ori-40	0.3	40	4
191.600460521836	1.99956663837656	con-0.8_ori-120	0.8	120	4
193.999940487888	1.99956663837656	con-0.8_ori-120	0.8	120	4
198.20044525924	1.99956663837656	con-0.8_ori-160	0.8	160	4
200.599925225292	1.99956663837656	con-0.8_ori-160	0.8	160	4
204.800451628678	1.99956663837656	con-0.3_ori-60	0.3	60	4
207.199931594729	1.99956663837656	con-0.3_ori-60	0.3	60	4
218.000135079975	1.99956663837656	con-0.8_ori-140	0.8	140	4
220.399615046027	1.99956663837656	con-0.8_ori-140	0.8	140	4
224.600526018813	1.99956663837656	con-0.8_ori-160	0.8	160	4
227.000005984865	1.99956663837656	con-0.8_ori-160	0.8	160	4
231.20043414277	1.99956663837656	con-0.8_ori-40	0.8	40	4
233.599914108822	1.99956663837656	con-0.8_ori-40	0.8	40	4
237.800458538887	1.99956663837656	con-0.8_ori-140	0.8	140	4
240.199938504939	1.99956663837656	con-0.8_ori-140	0.8	140	4
244.400459500338	1.99956663837656	con-0.3_ori-0	0.3	0	4
246.79993946639	1.99956663837656	con-0.3_ori-0	0.3	0	4
251.000456255529	1.99956663837656	con-0.3_ori-140	0.3	140	4
253.399936221581	1.99956663837656	con-0.3_ori-140	0.3	140	4
257.600489664986	1.99956663837656	con-0.8_ori-40	0.8	40	4
259.999969631038	1.99956663837656	con-0.8_ori-40	0.8	40	4
264.200481312629	1.99956663837656	con-0.8_ori-100	0.8	100	4
266.599961278681	1.99956663837656	con-0.8_ori-100	0.8	100	4
270.800553779921	1.99956663837656	con-0.3_ori-60	0.3	60	4
273.200033745973	1.99956663837656	con-0.3_ori-60	0.3	60	4
277.400453791884	1.99956663837656	con-0.3_ori-0	0.3	0	4
279.799933757936	1.99956663837656	con-0.3_ori-0	0.3	0	4
284.000488403125	1.99956663837656	con-0.3_ori-80	0.3	80	4
286.399968369177	1.99956663837656	con-0.3_ori-80	0.3	80	4
